game_date,home_team,away_team,home_sp_xwoba_against,away_sp_xwoba_against,mc_expected_runs,total_runs,mc_f5_home_win_pct,mc_f5_away_win_pct,mc_f5_tie_pct,mc_f5_expected_total,mc_f5_home_cover_pct,actual_f5_total
2023-04-12,PIT,HOU,0.45054769003627937,0.2783575405378927,11.223099708557129,7.0,0.201,0.6824,0.1166,6.578000068664551,0.3176,
2023-04-12,TOR,DET,0.29139848713913075,0.32026306655214215,9.14579963684082,7.0,0.4623,0.3652,0.1725,4.951000213623047,0.6348,
2023-04-12,CHC,SEA,0.26385119957377723,0.27548039095895305,8.130499839782715,7.0,0.4292,0.3802,0.1906,4.127999782562256,0.6198,
2023-04-12,MIN,CWS,0.3116498911174964,0.3409281628712109,10.252633094787598,4.0,0.4697,0.377,0.1534,5.670000076293945,0.623,
2023-04-12,COL,STL,0.45054769003627937,0.34000892013591144,16.080366134643555,11.0,0.2958,0.6051,0.099,9.571000099182129,0.3949,
2023-04-13,CIN,PHI,0.21264909706074658,0.33501485171960416,8.309733390808105,8.0,0.6447,0.1916,0.1636,4.216000080108643,0.8084,
2023-04-13,BAL,ATH,0.38434268000826366,0.3596206937464108,10.82759952545166,15.0,0.3906,0.4706,0.1387,6.453999996185303,0.5294,
2023-04-13,TB,BOS,0.21264909706074658,0.41322258573497395,9.089566230773926,12.0,0.7495,0.1281,0.1225,5.052999973297119,0.8719,
2023-04-13,TOR,DET,0.45054769003627937,0.41817548785200714,13.00100040435791,4.0,0.4009,0.4815,0.1177,8.135000228881836,0.5185,
2023-04-13,STL,PIT,0.2748128550248527,0.39995941311770705,10.294066429138184,5.0,0.6239,0.244,0.1321,5.813000202178955,0.756,
2023-04-13,NYY,MIN,,0.24432071388116203,8.271233558654785,13.0,0.2791,0.5397,0.1812,4.257999897003174,0.4603,
2023-04-13,SD,MIL,0.4052445539223776,,10.507699966430664,7.0,0.3069,0.5562,0.1369,6.241000175476074,0.4438,
2023-04-14,SD,MIL,0.3013088734224673,0.43761658125690994,10.720866203308105,13.0,0.6242,0.247,0.1288,6.436999797821045,0.753,
2023-04-14,LAD,CHC,0.32643101148201,0.24911161522072914,8.616266250610352,10.0,0.2782,0.5514,0.1704,4.554999828338623,0.4486,
2023-04-14,SEA,COL,,0.28531730396582355,9.02649974822998,8.0,0.3597,0.472,0.1683,4.791999816894531,0.528,
2023-04-14,ATH,NYM,0.42640522250999285,0.2965781707589612,10.619999885559082,23.0,0.2545,0.6131,0.1324,6.244999885559082,0.3869,
2023-04-14,KC,ATL,0.41800091028279523,0.40157442026961493,12.875133514404297,13.0,0.4192,0.462,0.1187,7.794000148773193,0.538,
2023-04-14,BOS,LAA,0.2664582017931744,0.34232674167062255,9.263533592224121,8.0,0.5484,0.2857,0.1659,4.859000205993652,0.7143,
2023-04-14,STL,PIT,0.45054769003627937,0.3067338125312431,11.570133209228516,3.0,0.245,0.6363,0.1188,6.849999904632568,0.3637,
2023-04-14,CWS,BAL,0.4177627727904589,0.26944569972671994,10.18809986114502,9.0,0.2152,0.6547,0.1301,5.807000160217285,0.3453,
